name,country,sport,substance,webpage,date_of_birth,longitude,latitude
Shabaz Sule,Turkey,Weightlifting,,/w/index.php?title=Shabaz_Sule&action=edit&redlink=1,,34.9249653,38.9597594
Zulfugar Suleymanov,Azerbaijan,Weightlifting,"T/E 9,6 (2010)Dehydromethyltestosterone (2013)",/w/index.php?title=Zulfugar_Suleymanov&action=edit&redlink=1,,47.7872508,40.3936294
Ilirian Suli,Albania,Weightlifting,Methandienone,/wiki/Ilirian_Suli,1975-10-11,19.9999619,41.000028
Moldodosov Sultan,Kyrgyzstan,Weightlifting,Metandienone,/w/index.php?title=Moldodosov_Sultan&action=edit&redlink=1,,74.724091,41.5089324
Salem Sultan,United Arab Emirates,Weightlifting,"Stanozolol, Hydroxystanozolol",/wiki/Salem_Sultan,1993-05-09,,
Leonardo Sumida,Brazil,Swimming,Cannabis,/w/index.php?title=Leonardo_Sumida&action=edit&redlink=1,,-53.2,-10.3333333
Sun Yan,China,Weightlifting,,/w/index.php?title=Sun_Yan_(weightlifter)&action=edit&redlink=1,,104.999927,35.000074
S Sunaina,India,Weightlifting,Nandrolone,/w/index.php?title=S_Sunaina&action=edit&redlink=1,,78.6677428,22.3511148
Martin Johnsrud Sundby,Norway,Cross-country skiing,Salbutamol,/wiki/Martin_Johnsrud_Sundby,1984-09-26,8.7876653,61.1529386
Joe Surgenor,Canada,Canadian football,,/w/index.php?title=Joe_Surgenor&action=edit&redlink=1,,-107.991707,61.0666922
Evgeni Sviridov,Uzbekistan,Figure skating,,/wiki/Evgeni_Sviridov_(figure_skater),1974-08-15,63.9528098,41.32373
Eranga Swarnathilake,Sri Lanka,Rugby union,Methylhexanamine,/w/index.php?title=Eranga_Swarnathilake&action=edit&redlink=1,,,
Iga Świątek,Poland,Tennis,Trimetazidine,/wiki/Iga_%C5%9Awi%C4%85tek,2001-05-31,19.134422,52.215933
Tim Sylvia,United States,Mixed martial arts,Nandrolone,/wiki/Tim_Sylvia,1976-03-05,,
Nataliya Syrota,Ukraine,Weightlifting,Octopamine,/w/index.php?title=Nataliya_Syrota&action=edit&redlink=1,,31.2718321,49.4871968
Botond Szalma,Hungary/ Netherlands,Water polo,Cannabis,/w/index.php?title=Botond_Szalma&action=edit&redlink=1,,,
Nikolett Szepesi,Hungary,Swimming,Missed test,/wiki/Nikolett_Szepesi,1987-09-11,19.5060937,47.1817585
Krzysztof Szramiak,Poland,Weightlifting,Methandienone,/wiki/Krzysztof_Szramiak,,19.134422,52.215933
Tang Ninsha,China,Swimming,Metandienone,/w/index.php?title=Tang_Ninsha&action=edit&redlink=1,,104.999927,35.000074
Ekaterina Tankeeva,Russia,Water polo,,/wiki/Ekaterina_Tankeeva,1988-04-28,97.7453061,64.6863136
Ibrahim Tanko,Ghana,Football (soccer),cannabis,/wiki/Ibrahim_Tanko,1977-07-25,-1.0800271,8.0300284
Anissa Tann,Australia,Football (soccer),Nandrolone,/wiki/Anissa_Tann,1967-10-10,134.755,-24.7761086
Alvaro Tardaguila,Uruguay,Cycling,r-EPO,/wiki/Alvaro_Tardaguila,1975-08-16,-56.0201525,-32.8755548
Antonio Tarver,United States,Boxing,Drostanolone,/wiki/Antonio_Tarver,1968-11-21,,
Martin Tauber,Austria,Cross-country skiing,Violation of blood doping rules,/wiki/Martin_Tauber,1976-11-04,14.12456,47.59397
Dom Taylor,England,Darts,,/w/index.php?title=Dom_Taylor&action=edit&redlink=1,,,
Irina Tchachina,Russia,Rhythmic gymnastics,Furosemide,/wiki/Irina_Tchachina,1982-04-24,97.7453061,64.6863136
Rosa Tenerio,Ecuador,Weightlifting,,/w/index.php?title=Rosa_Tenerio&action=edit&redlink=1,,-79.3666965,-1.3397668
Michail Tetteris,Greece,Water polo,Budesonide,/w/index.php?title=Michail_Tetteris&action=edit&redlink=1,,21.9877132,38.9953683
Than Kyi Kyi,Myanmar,Weightlifting,Diuretic,/w/index.php?title=Than_Kyi_Kyi&action=edit&redlink=1,,95.9999652,17.1750495
Upul Tharanga,Sri Lanka,Cricket,"Prednisone, Prednisolone",/wiki/Upul_Tharanga,1985-02-02,,
José Théodore,Canada,Ice hockey,Finasteride,/wiki/Jos%C3%A9_Th%C3%A9odore,1976-09-13,-107.991707,61.0666922
Pan Yar Thet,Myanmar,Weightlifting,,/w/index.php?title=Pan_Yar_Thet&action=edit&redlink=1,,95.9999652,17.1750495
Gert-Jan Theunisse,Netherlands,Cycling,Admitted use of celestone,/wiki/Gert-Jan_Theunisse,1963-01-14,5.541246849406163,52.24764975
Brad Thomas,Australia,Baseball,,/wiki/Brad_Thomas_(baseball),1977-10-22,134.755,-24.7761086
Josh Thomas,Australia,Australian rules football,Clenbuterol,/wiki/Josh_Thomas_(Australian_footballer),1991-10-01,134.755,-24.7761086
Tammy Thomas,United States,Cycling,Testosterone,/wiki/Tammy_Thomas,,,
Leks Tomasz,Poland,Weightlifting,,/w/index.php?title=Leks_Tomasz&action=edit&redlink=1,,19.134422,52.215933
Do Thi Ngan Thuong,Vietnam,Gymnastics,Furosemide,/wiki/Do_Thi_Ngan_Thuong,1989-03-10,107.9650855,15.9266657
Tian Nannan,China,Swimming,Drostanolone,/w/index.php?title=Tian_Nannan&action=edit&redlink=1,,104.999927,35.000074
Egor Titov,Russia,Football (soccer),Bromantan,/wiki/Egor_Titov,1976-05-29,97.7453061,64.6863136
Richard Tkac,Slovakia,Weightlifting,"Boldenone, Androsterone",/w/index.php?title=Richard_Tkac&action=edit&redlink=1,,19.4528646,48.7411522
Paola Todaro,Italy,Water polo,Cocaine,/w/index.php?title=Paola_Todaro&action=edit&redlink=1,,12.674297,42.6384261
Olibia Toka,Greece,Weightlifting,"Methyltrienolone, Buprenorphine",/w/index.php?title=Olibia_Toka&action=edit&redlink=1,,21.9877132,38.9953683
Rajiv Tomar,India,Wrestling,Methylhexaneamine,/wiki/Rajiv_Tomar,1980-12-31,78.6677428,22.3511148
James Toney,United States,Boxing,Nandrolone,/wiki/James_Toney,1968-08-24,,
Jasdeep Toor,Canada,Football (soccer),Methylhexaneamine,/w/index.php?title=Jasdeep_Toor&action=edit&redlink=1,,-107.991707,61.0666922
Bela Torok,Hungary,Water polo,Hydrochlorothiazide,/w/index.php?title=Bela_Torok&action=edit&redlink=1,,19.5060937,47.1817585
Anthony Torres,United States,Mixed martial arts,Boldenone,/w/index.php?title=Anthony_Torres&action=edit&redlink=1,,,
Kolo Touré,Ivory Coast,Football (soccer),,/wiki/Kolo_Tour%C3%A9,1981-03-19,,
Mark Tout,United Kingdom,Bobsleigh,Stanozolol,/wiki/Mark_Tout,,,
Pawel Trenda,Poland,Swimming,Cannabis,/w/index.php?title=Pawel_Trenda&action=edit&redlink=1,,19.134422,52.215933
Anastasios Triantafyllou,Greece,Weightlifting,"Stanozolol, Methyltrienolone",/wiki/Anastasios_Triantafyllou,1987-05-30,21.9877132,38.9953683
Viktor Troicki,Serbia,Tennis,Refusal to submit to doping test,/wiki/Viktor_Troicki,1986-02-10,20.55144,44.1534121
Alan Tsagaev,Bulgaria,Weightlifting,Steroids,/wiki/Alan_Tsagaev,1977-09-13,25.4856617,42.6073975
Thomas Tsakirakis,Greece,Water polo,Stanozolol,/w/index.php?title=Thomas_Tsakirakis&action=edit&redlink=1,,21.9877132,38.9953683
Felix Tsarikaev,Russia,Wrestling,Hydroxystanozolol,/w/index.php?title=Felix_Tsarikaev&action=edit&redlink=1,,97.7453061,64.6863136
Damian Tsekenis,Australia,Football (soccer),"Ibutamoren, Enobosarm, RAD140, Ligandrol",/wiki/Damian_Tsekenis,2001-04-16,134.755,-24.7761086
Phil Tufnell,United Kingdom,Cricket,Missed drug test,/wiki/Phil_Tufnell,1966-04-29,,
Shemshat Tuliayeva,Belarus,Weightlifting,Clenbuterol,/w/index.php?title=Shemshat_Tuliayeva&action=edit&redlink=1,,27.6971358,53.4250605
Ben Tune,Australia,Rugby,,/wiki/Ben_Tune,1976-12-28,134.755,-24.7761086
Hedo Türkoğlu,Turkey,Basketball,Methenolone,/wiki/Hedo_T%C3%BCrko%C4%9Flu,1979-03-19,34.9249653,38.9597594
Billy Turley,England,Football (soccer),Nandrolone (2002) cocaine (2004),/wiki/Billy_Turley,1973-07-15,,
Federico Turrini,Italy,Swimming,19-norandrosterone,/wiki/Federico_Turrini,1987-07-21,12.674297,42.6384261
Ano Turtiainen,Finland,Powerlifting,Androgenic drugs,/wiki/Ano_Turtiainen,1967-08-25,25.9209164,63.2467777
Alexandra Tziouti,Greece,Cycling,Nandrolone,/w/index.php?title=Alexandra_Tziouti&action=edit&redlink=1,,21.9877132,38.9953683
Genco Ucan,Turkey,Swimming,Metenolone,/w/index.php?title=Genco_Ucan&action=edit&redlink=1,,34.9249653,38.9597594
Attila Ungvari,Hungary,Judo,Stanozolol,/wiki/Attila_Ungvari,1988-10-25,19.5060937,47.1817585
Sergey Ulegin,Russia,Canoe sprint,Amphetamine,/wiki/Sergey_Ulegin,,97.7453061,64.6863136
Jan Ullrich,Germany,Cycling,Amphetamine,/wiki/Jan_Ullrich,1973-12-02,10.4478313,51.1638175
Kumar Umang,India,Volleyball,Norandrostenedione,/w/index.php?title=Kumar_Umang&action=edit&redlink=1,,78.6677428,22.3511148
Paritosh Upadhyay,India,Weightlifting,,/w/index.php?title=Paritosh_Upadhyay&action=edit&redlink=1,,78.6677428,22.3511148
Juan Guillermo Uran,Colombia,Swimming,Cocaine,/w/index.php?title=Juan_Guillermo_Uran&action=edit&redlink=1,,-72.9088133,4.099917
Alexander Urinov,Uzbekistan,Weightlifting,cannabis,/w/index.php?title=Alexander_Urinov&action=edit&redlink=1,,63.9528098,41.32373
Giampaolo Urlando,Italy,Hammer throw,Testosterone,/wiki/Giampaolo_Urlando,1945-01-07,12.674297,42.6384261
Mukhit Usenbaev,Kazakhstan,Weightlifting,,/w/index.php?title=Mukhit_Usenbaev&action=edit&redlink=1,,66.7780818,48.1012954
Alisa Usmanova,Belarus,Gymnastics,Hydrochlorothiazide,/w/index.php?title=Alisa_Usmanova&action=edit&redlink=1,,27.6971358,53.4250605
Dariya Ustinova,Russia,Swimming,Tuaminoheptane,/wiki/Dariya_Ustinova,1998-08-29,97.7453061,64.6863136
Albeiro Usuriaga,Colombia,Football (soccer),Cocaine,/wiki/Albeiro_Usuriaga,1966-06-12,-72.9088133,4.099917
Daniel Vaisocher,Czech Republic,Swimming,Ephedrine,/w/index.php?title=Daniel_Vaisocher&action=edit&redlink=1,,,
Jorge Valdez,Paraguay,Football (soccer),Coca,/wiki/Jorge_Valdez,1974-07-14,-58.1693445,-23.3165935
Tadej Valjavec,Slovenia,Cycling,,/wiki/Tadej_Valjavec,1977-04-13,14.8153333,46.1199444
Frank Vandenbroucke,Belgium,Cycling,,/wiki/Frank_Vandenbroucke_(cyclist),1974-11-06,4.6667145,50.6402809
Zlatan Vanev,Bulgaria,Weightlifting,Tampering with test,/wiki/Zlatan_Vanev,1973-03-29,25.4856617,42.6073975
Linda van Herk,Netherlands,Swimming,Refusal to submit to doping test,/w/index.php?title=Linda_van_Herk&action=edit&redlink=1,,5.541246849406163,52.24764975
Vasileios Vanvounakis,Greece,Water polo,Ephedrine,/w/index.php?title=Vasileios_Vanvounakis&action=edit&redlink=1,,21.9877132,38.9953683
Norik Vardanian,United States,Weightlifting,Cannabis,/wiki/Norik_Vardanian,1987-05-15,,
Mikha Vardanyan,Armenia,Weightlifting,Dehydrochlormethyltestosterone,/w/index.php?title=Mikha_Vardanyan&action=edit&redlink=1,,44.6736646,40.7696272
Vladimir Varfolomeev,Russia,Rowing,,/w/index.php?title=Vladimir_Varfolomeev&action=edit&redlink=1,,97.7453061,64.6863136
Fernando Vargas,United States,Boxing,Anabolic steroids,/wiki/Fernando_Vargas,1977-12-07,,
Kaisa Varis,Finland,Cross-country skiing,Erythropoietin (EPO),/wiki/Kaisa_Varis,1975-09-21,25.9209164,63.2467777
Yineth Varon,Colombia,Football (soccer),,/wiki/Yineth_Varon,1982-06-23,-72.9088133,4.099917
Iliya Vasilev,Bulgaria,Swimming,Clenbuterol,/w/index.php?title=Iliya_Vasilev&action=edit&redlink=1,,25.4856617,42.6073975
Dmitry Vassiliev,Russia,Ski jumping,Furosemide,/wiki/Dmitry_Vassiliev,1979-12-26,97.7453061,64.6863136
Viktor Vatai,Hungary,Weightlifting,S8. Cannabinoids,/w/index.php?title=Viktor_Vatai&action=edit&redlink=1,,19.5060937,47.1817585
Geralee Vega Morales,Nigeria,Weightlifting,Methylhexanamine,/wiki/Geralee_Vega_Morales,1986-07-22,7.9999721,9.6000359
Juan Jose Veloz,Mexico,Swimming,Nandrolone,/w/index.php?title=Juan_Jose_Veloz&action=edit&redlink=1,,-102.0077097,23.6585116
Kicker Vencill,United States,Swimming,19-Norandrosterone,/wiki/Kicker_Vencill,,,
Sven Verdonck,Belgium,Football (soccer),Stanozolol,/wiki/Sven_Verdonck,1988-01-30,4.6667145,50.6402809
Sebastien Verdoucq,Canada,Water polo,Cannabis,/w/index.php?title=Sebastien_Verdoucq&action=edit&redlink=1,,-107.991707,61.0666922
Jerrel Venetiaan,Netherlands,Kickboxing,Elevated testosterone,/wiki/Jerrel_Venetiaan,1971-03-09,5.541246849406163,52.24764975
Stijn Vermeulen,Belgium,Swimming,Cannabis,/w/index.php?title=Stijn_Vermeulen&action=edit&redlink=1,,4.6667145,50.6402809
Michael Viau,Canada,Weightlifting,Anabolic steroids,/w/index.php?title=Michael_Viau&action=edit&redlink=1,,-107.991707,61.0666922
Chinthana Vidanage,Sri Lanka,Weightlifting,Methylhexanamine,/wiki/Chinthana_Vidanage,1981-12-31,,
Pieter de Villiers,France,Rugby union,"Cocaine, Ecstasy",/wiki/Pieter_de_Villiers_(rugby_player),1972-07-03,1.8883335,46.603354
Alexander Vinokourov,Kazakhstan,Cycling,Blood doping,/wiki/Alexander_Vinokourov,1973-09-16,66.7780818,48.1012954
Richard Virenque,France,Cycling,,/wiki/Richard_Virenque,1969-11-19,1.8883335,46.603354
Cobus Visagie,South Africa,Rugby,,/wiki/Cobus_Visagie,1973-10-31,,
Ľubomír Višňovský,Slovakia,Ice hockey,Pseudoephedrine (only given public warning),/wiki/%C4%BDubom%C3%ADr_Vi%C5%A1%C5%88ovsk%C3%BD,1976-08-11,19.4528646,48.7411522
Yakuta Vladzimir,Belarus,Weightlifting,Metandienone,/w/index.php?title=Yakuta_Vladzimir&action=edit&redlink=1,,27.6971358,53.4250605
Nedarezava Volha,Belarus,Weightlifting,,/w/index.php?title=Nedarezava_Volha&action=edit&redlink=1,,27.6971358,53.4250605
Nadzeya Vysotskaya,Belarus,Gymnastics,Furosemide,/wiki/Nadzeya_Vysotskaya,1988-09-18,27.6971358,53.4250605
Graham Wagg,England,Cricket,Cocaine,/wiki/Graham_Wagg,1983-04-28,,
Wakakirin Shinichi,Japan,Sumo wrestling,Cannabis,/wiki/Wakakirin_Shinichi,1983-09-21,139.2394179,36.5748441
Wakanohō Toshinori,Russia,Sumo wrestling,Cannabis,/wiki/Wakanoh%C5%8D_Toshinori,1988-07-08,97.7453061,64.6863136
Vinicius Waked,Brazil,Swimming,Furosemide,/wiki/Vinicius_Waked,1987-06-01,-53.2,-10.3333333
Achim Walcher,Austria,Cross-country skiing,Blood transfusion,/wiki/Achim_Walcher,1967-12-01,14.12456,47.59397
Alexander Walke,Germany,Football (soccer),cannabis,/wiki/Alexander_Walke,1983-06-06,10.4478313,51.1638175
Libor Walzer,Czech Republic,Weightlifting,Methylhexanamine,/wiki/Libor_Walzer,1975-12-08,,
Wang Hongni,China,Triathlon,,/wiki/Wang_Hongni,,104.999927,35.000074
Wang Luna,China,Swimming,Triamterene,/wiki/Wang_Luna,1980-08-07,104.999927,35.000074
Wang Wei,China,Swimming,Clenbuterol,/w/index.php?title=Wang_Wei_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
Wang Xiapeng,China,Shooting,,/w/index.php?title=Wang_Xiapeng&action=edit&redlink=1,,104.999927,35.000074
Wang Yan,China,Cycling,,/wiki/Wang_Yan_(cyclist),1974-08-24,104.999927,35.000074
Manju Wanniarachchi,Sri Lanka,Boxing,Nandrolone,/wiki/Manju_Wanniarachchi,1979-12-02,,
Shane Warne,Australia,Cricket,Diuretics,/wiki/Shane_Warne,1969-09-13,134.755,-24.7761086
Joe Warren,United States,Wrestling,Cannabis,/wiki/Joe_Warren_(fighter),1976-10-31,,
Jack Warrington,England,Rugby union,Methylhexaneamine,/w/index.php?title=Jack_Warrington&action=edit&redlink=1,,,
Claudell Washington,United States,Baseball,Cocaine,/wiki/Claudell_Washington,1954-08-31,,
Alex Watson,Australia,Pentathlon,Caffeine,/wiki/Alex_Watson_(pentathlete),1957-10-24,134.755,-24.7761086
Eric Watts,United States,Swimming,Methylphenidate,/wiki/Eric_Watts,2000-10-01,,
Wei Kun,China,Swimming,Formoterol,/w/index.php?title=Wei_Kun&action=edit&redlink=1,,104.999927,35.000074
Wes Welker,United States,American football,Amphetamine (MDMA),/wiki/Wes_Welker,1981-05-01,,
Anthony West,Australia,Motorcycle racing,Methylhexanamine,/wiki/Anthony_West_(motorcycle_racer),1981-07-17,134.755,-24.7761086
Stig Wetzell,Finland,Ice hockey,Ephedrine,/wiki/Stig_Wetzell,1945-10-07,25.9209164,63.2467777
Matt White,Australia,Cycling,,/wiki/Matt_White_(cyclist),1974-02-22,134.755,-24.7761086
Dillian Whyte,United Kingdom,Boxing,Methylhexaneamine,/wiki/Dillian_Whyte,1988-04-11,,
Yanina Wickmayer,Belgium,Tennis,Missed test,/wiki/Yanina_Wickmayer,1989-10-20,4.6667145,50.6402809
LB Wijeratne,Sri Lanka,Swimming,"Prednisone, Prednisolone",/w/index.php?title=LB_Wijeratne&action=edit&redlink=1,,,
Mats Wilander,Sweden,Tennis,Cocaine,/wiki/Mats_Wilander,1964-08-22,14.5208584,59.6749712
Michał Wilk,Poland,Powerlifting,,/w/index.php?title=Micha%C5%82_Wilk&action=edit&redlink=1,,19.134422,52.215933
Rob Wilkinson,Australia,Mixed martial arts (MMA),,/wiki/Rob_Wilkinson,1992-02-22,134.755,-24.7761086
Ricky Williams,United States,American football,"Cannabis, other drugs",/wiki/Ricky_Williams,1977-05-21,,
Craig Windsor,United Kingdom,Boxing,Anabolic steroids,,,,
Bernice Wilson,United Kingdom,Track and field athletics,"Anabolic steroid testosterone and Clenbuterol (1st offence in 2011), clomiphene (2nd offence in 2015)",/wiki/Bernice_Wilson,1984-04-21,,
George Winston,United Kingdom,Weightlifting,Anabolic steroids,,,,
Qyntel Woods,United States,Basketball,Indian cannabis,/wiki/Qyntel_Woods,1981-02-16,,
Jesper Worre,Denmark,Cycling,Amineptine,/wiki/Jesper_Worre,1959-06-05,10.3333283,55.670249
Chris Wright,England,Cricket,Ostarine,/wiki/Chris_Wright_(cricketer),1985-07-14,,
Dan Wu,China,Weightlifting,,/w/index.php?title=Dan_Wu_(weightlifter)&action=edit&redlink=1,,104.999927,35.000074
Wu Yanyan,China,Swimming,,/wiki/Wu_Yanyan,1978-11-07,104.999927,35.000074
Abel Xavier,Portugal,Football (soccer),Methandienone (Dianabol),/wiki/Abel_Xavier,1972-11-30,-8.1353519,39.6621648
Xiong Guoming,China,Swimming,Clenbuterol,/w/index.php?title=Xiong_Guoming&action=edit&redlink=1,,104.999927,35.000074
Manal Yagoubi,Algeria,Volleyball,Methylprednisolone,/w/index.php?title=Manal_Yagoubi&action=edit&redlink=1,,2.9999825,28.0000272
Yang Aihua,China,Swimming,,/wiki/Yang_Aihua,,104.999927,35.000074
Dmitri Yaroshenko,Russia,Biathlon,r-EPO,/wiki/Dmitri_Yaroshenko,1976-11-04,97.7453061,64.6863136
Yang Xuewei,China,Weightlifting,,/w/index.php?title=Yang_Xuewei&action=edit&redlink=1,,104.999927,35.000074
Dayana Yastremska,Ukraine,Tennis,Mesterolone,/wiki/Dayana_Yastremska,2000-05-15,31.2718321,49.4871968
Jeremy Yates,New Zealand,Cycling,Testosterone,/wiki/Jeremy_Yates,1982-07-06,,
Faw Thaw Ye,Myanmar,Weightlifting,,/w/index.php?title=Faw_Thaw_Ye&action=edit&redlink=1,,95.9999652,17.1750495
Yevgenia Yermakova,Kazakhstan,Swimming,Diuretic,/wiki/Yevgenia_Yermakova,1976-04-09,66.7780818,48.1012954
Vacheslav Yershov,Kazakhstan,Weightlifting,,/w/index.php?title=Vacheslav_Yershov&action=edit&redlink=1,,66.7780818,48.1012954
Ying Shang,China,Swimming,Clenbuterol,/w/index.php?title=Ying_Shang&action=edit&redlink=1,,104.999927,35.000074
Yuki Yokosawa,Japan,Judo,,/wiki/Yuki_Yokosawa,1980-10-29,139.2394179,36.5748441
Marshall Young,Canada,Water polo,Cannabis,/w/index.php?title=Marshall_Young&action=edit&redlink=1,,-107.991707,61.0666922
Yuliya Efimova,Russia,Swimming,Steroids,/wiki/Yuliya_Efimova,1992-04-03,97.7453061,64.6863136
Erik Zabel,Germany,Cycling,Erythropoietin (EPO) (self-admitted),/wiki/Erik_Zabel,1970-07-07,10.4478313,51.1638175
Ashkan Sharaf Zadeh,Iran,Swimming,Methandienone,/w/index.php?title=Ashkan_Sharaf_Zadeh&action=edit&redlink=1,,54.5643516,32.6475314
Shoaib Zahoor,Pakistan,Bodybuilding,,/w/index.php?title=Shoaib_Zahoor&action=edit&redlink=1,,71.247499,30.3308401
Andrey Zakharov,Moldova,Swimming,Stanozolol,/w/index.php?title=Andrey_Zakharov_(swimming)&action=edit&redlink=1,,28.5670941,47.2879608
Faat Zakirov,Russia,Cycling,NESP,/wiki/Faat_Zakirov,1974-01-03,97.7453061,64.6863136
Aksana Zalatarova,Belarus,Weightlifting,,/w/index.php?title=Aksana_Zalatarova&action=edit&redlink=1,,27.6971358,53.4250605
Tommaso Zambelli,Italy,Swimming,Cannabis,/w/index.php?title=Tommaso_Zambelli&action=edit&redlink=1,,12.674297,42.6384261
Matthew Zammit,Malta,Swimming,Stanozolol,/w/index.php?title=Matthew_Zammit&action=edit&redlink=1,,14.4476911,35.8885993
Mohamad Zawit,Syria,Weightlifting,"Stanozolol, Metenolone, Methyltestosterone",/w/index.php?title=Mohamad_Zawit&action=edit&redlink=1,,39.0494106,34.6401861
Zeng Liqing,China,Cycling,EPO,/w/index.php?title=Zeng_Liqing&action=edit&redlink=1,,104.999927,35.000074
Zetao Ning,China,Swimming,Clenbuterol,/w/index.php?title=Zetao_Ning&action=edit&redlink=1,,104.999927,35.000074
Zhang Bin,China,Swimming,,/w/index.php?title=Zhang_Bin_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
Zhang Lei,China,Canoeing,,/w/index.php?title=Zhang_Lei_(canoeist)&action=edit&redlink=1,,104.999927,35.000074
Zhang Shuai,China,Football (soccer),Ephedrine,"/wiki/Zhang_Shuai_(footballer,_born_1981)",1981-07-20,104.999927,35.000074
Zhang Yi,China,Swimming,Triamterene,/w/index.php?title=Zhang_Yi_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
Nina Zhivanevskaya,Russia,Swimming,Bromantane,/wiki/Nina_Zhivanevskaya,1977-06-24,97.7453061,64.6863136
Zhou Guanbin,China,Swimming,,/w/index.php?title=Zhou_Guanbin&action=edit&redlink=1,,104.999927,35.000074
Zhou Jie,China,Swimming,,/w/index.php?title=Zhou_Jie_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
Zhou Mi,Hong Kong,Badminton,Clenbuterol,/wiki/Zhou_Mi_(badminton),1979-02-18,,
Anastasia Ziablova,Russia,Swimming,Nandrolone,/w/index.php?title=Anastasia_Ziablova&action=edit&redlink=1,,97.7453061,64.6863136
Spencer Zimmerman-Cryer,Canada,Canadian football,Oral-Turinabol,/w/index.php?title=Spencer_Zimmerman-Cryer&action=edit&redlink=1,,-107.991707,61.0666922
Paula Zukowska,Poland,Swimming,Methylhexaneamine,/w/index.php?title=Paula_Zukowska&action=edit&redlink=1,,19.134422,52.215933
Alex Zülle,Switzerland,Cycling,Erythropoietin (EPO),/wiki/Alex_Z%C3%BClle,1968-07-05,8.2319736,46.7985624
Zuo Ziqiao,China,Swimming,Clenbuterol,/w/index.php?title=Zuo_Ziqiao&action=edit&redlink=1,,104.999927,35.000074
