,name,country,sport,substance,webpage,date_of_birth,longitude,latitude
815,Konstantina Lapou,Greece,Weightlifting,,/w/index.php?title=Konstantina_Lapou&action=edit&redlink=1,,21.9877132,38.9953683
816,Arnaud Laroche,France,Swimming,testosterone,/w/index.php?title=Arnaud_Laroche&action=edit&redlink=1,,1.8883335,46.603354
817,Simon Larose,Canada,Tennis,cocaine,/wiki/Simon_Larose,1978-06-28,-107.991707,61.0666922
818,Mehrullah Lassi,Pakistan,Boxing,cannabis,/wiki/Mehrullah_Lassi,1979-11-24,71.247499,30.3308401
819,Pei-Lin Lee,Chinese Taipei,Weightlifting,furosemide,/w/index.php?title=Pei-Lin_Lee&action=edit&redlink=1,,,
820,Lassouani Leila,France,Weightlifting,"norandrosterone 4,9 ng/ml",/w/index.php?title=Lassouani_Leila&action=edit&redlink=1,,1.8883335,46.603354
821,Chun Leung Lau,Hong Kong,Swimming,methandienone,/w/index.php?title=Chun_Leung_Lau&action=edit&redlink=1,,,
822,Matt Lawton,United States,Baseball,boldenone,/wiki/Matt_Lawton,1971-11-30,,
823,Stan Lazaridis,Australia,Football (soccer),finasteride,/wiki/Stan_Lazaridis,1972-08-16,134.755,-24.7761086
824,Larisa Lazutina,Russia,Cross-country skiing,nesp,/wiki/Larisa_Lazutina,1965-06-01,97.7453061,64.6863136
825,Fabien Le Bec,France,Water polo,cannabis,/w/index.php?title=Fabien_Le_Bec&action=edit&redlink=1,,1.8883335,46.603354
826,Chris Leben,United States,Mixed martial arts,stanozolol,/wiki/Chris_Leben,1980-07-21,,
827,Luc Leblanc,France,Cycling,erythropoietin,/wiki/Luc_Leblanc,1966-08-04,1.8883335,46.603354
828,Yann Lejuste,France,Water polo,cannabis,/w/index.php?title=Yann_Lejuste&action=edit&redlink=1,,1.8883335,46.603354
829,Rasa Leleivytė,Lithuania,Cycling,epo,/wiki/Rasa_Leleivyt%C4%97,1988-07-22,23.7499997,55.3500003
830,Benoit Lemeunier,France,Swimming,cannabis,/w/index.php?title=Benoit_Lemeunier&action=edit&redlink=1,,1.8883335,46.603354
831,Kayle Leogrande,United States,Cycling,erythropoietin,/wiki/Kayle_Leogrande,1977-03-29,,
832,Dimitru Leonard,Romania,Weightlifting,norandrosterone,/w/index.php?title=Dimitru_Leonard&action=edit&redlink=1,,24.6859225,45.9852129
833,Jeffrey Leonard,United States,Baseball,cocaine,/wiki/Jeffrey_Leonard,1955-09-22,,
834,Vladimir Leontiev,Russia,Swimming,cannabis,/wiki/Vladimir_Leontiev,,97.7453061,64.6863136
835,Kimo Leopoldo,United States,Mixed martial arts,stanozolol,/wiki/Kimo_Leopoldo,1968-01-04,,
836,Varvara Lepchenko,United States,Tennis,"meldonium  adrafinil,and metabolite modafinil",/wiki/Varvara_Lepchenko,1986-05-21,,
837,Stephen Letchford,England,Ten-pin bowling,benzoylecgonine,/w/index.php?title=Stephen_Letchford&action=edit&redlink=1,,,
838,Nick Leventis,England,Auto racing,anabolic steroids,/wiki/Nick_Leventis,1980-01-31,,
839,Nikita Leviakov,Russia,Swimming,"stanozolol,dehydrochlormethyltestosterone",/w/index.php?title=Nikita_Leviakov&action=edit&redlink=1,,97.7453061,64.6863136
840,Clayton Lewis,New Zealand,Football (soccer),salbutamol,/wiki/Clayton_Lewis,,,
841,Kristen Lewis,United States,Swimming,pseudoephedrine,/w/index.php?title=Kristen_Lewis&action=edit&redlink=1,,,
842,Rashard Lewis,United States,Basketball,steroids,/wiki/Rashard_Lewis,1979-08-08,,
843,Manukyan Liana,Armenia,Weightlifting,metandienone,/w/index.php?title=Manukyan_Liana&action=edit&redlink=1,,44.6736646,40.7696272
844,Yohan Lidon,France,"Kickboxing, Muay Thai",heptaminol,/wiki/Yohan_Lidon,1983-03-07,1.8883335,46.603354
845,Semen Linder,Kazakhstan,Weightlifting,stanozolol,/w/index.php?title=Semen_Linder&action=edit&redlink=1,,66.7780818,48.1012954
846,Li Ning,China,Swimming,,/wiki/Li_Ning,1963-03-10,104.999927,35.000074
847,Li Zhesi,China,Swimming,epo,/wiki/Li_Zhesi,,104.999927,35.000074
848,Valiantsina Liakhavets,Belarus,Weightlifting,,/w/index.php?title=Valiantsina_Liakhavets&action=edit&redlink=1,,27.6971358,53.4250605
849,Rafael Liechti,Switzerland,Water polo,cannabis,/w/index.php?title=Rafael_Liechti&action=edit&redlink=1,,8.2319736,46.7985624
850,Hans-Gunnar Liljenwall,Sweden,Modern pentathlon,alcohol,/wiki/Hans-Gunnar_Liljenwall,1941-07-09,14.5208584,59.6749712
851,Mads Lind,Denmark,Handball,anabolic steroids,/wiki/Mads_Lind,1980-07-07,10.3333283,55.670249
852,Lourdes Domínguez Lino,Spain,Tennis,cocaine,/wiki/Lourdes_Dom%C3%ADnguez_Lino,1981-03-31,-4.8379791,39.3260685
853,Marina Lisogor,Ukraine,Cross-country skiing,trimetazidine,/wiki/Marina_Lisogor,1983-05-11,31.2718321,49.4871968
854,Yuliya Litvina,Kazakhstan,Swimming,methylhexaneamine,/wiki/Yuliya_Litvina,1993-06-04,66.7780818,48.1012954
855,Alexander Litvintchev,Russia,Rowing,,/w/index.php?title=Alexander_Litvintchev&action=edit&redlink=1,,97.7453061,64.6863136
856,Liu Bingyao,China,Swimming,clenbuterol,/w/index.php?title=Liu_Bingyao&action=edit&redlink=1,,104.999927,35.000074
857,Jing Liu,China,Swimming,prednisone,/wiki/Liu_Jing_(swimmer),1990-03-08,104.999927,35.000074
858,Liu Xingchen,China,Swimming,clenbuterol,/w/index.php?title=Liu_Xingchen&action=edit&redlink=1,,104.999927,35.000074
859,Jake Livermore,England,Football (soccer),cocaine,/wiki/Jake_Livermore,1989-11-14,,
860,Jose Llanos Quiceno,Colombia,Water polo,"thc,cannabis",/w/index.php?title=Jose_Llanos_Quiceno&action=edit&redlink=1,,-72.9088133,4.099917
861,Ryan Llewellyn,United Kingdom,Boxing,methylhexaneamine,/w/index.php?title=Ryan_Llewellyn&action=edit&redlink=1,,,
862,Paul Lo Duca,United States,Baseball,steroids,/wiki/Paul_Lo_Duca,1972-04-12,,
863,Aleh Loban,Belarus,Weightlifting,metandienone,/wiki/Aleh_Loban,,27.6971358,53.4250605
864,Romain Locher,France,Water polo,cannabis,/w/index.php?title=Romain_Locher&action=edit&redlink=1,,1.8883335,46.603354
865,Joshua Loges,Germany,Swimming,clenbuterol,/w/index.php?title=Joshua_Loges&action=edit&redlink=1,,10.4478313,51.1638175
866,Héctor Lombard,Australia,Mixed martial arts (MMA),desoxymethyltestosterone,/wiki/H%C3%A9ctor_Lombard,1978-02-02,134.755,-24.7761086
867,Boris Loncaric,Croatia,Swimming,methylhexaneamine,/w/index.php?title=Boris_Loncaric&action=edit&redlink=1,,15.6575209,45.3658443
868,Simos Loukas,Greece,Water polo,methylphenidate,/w/index.php?title=Simos_Loukas&action=edit&redlink=1,,21.9877132,38.9953683
869,Paulo Da Silva Loureiro,Portugal,Volleyball,cannabinoids,/w/index.php?title=Paulo_Da_Silva_Loureiro&action=edit&redlink=1,,-8.1353519,39.6621648
870,Sebastien Louveau,France,Swimming,cannabis,/w/index.php?title=Sebastien_Louveau&action=edit&redlink=1,,1.8883335,46.603354
871,Natalya Lovtsova,Russia,Swimming,,/wiki/Natalya_Lovtsova,1988-04-14,97.7453061,64.6863136
872,Jake Lowther,United Kingdom,Motorcycling,,/w/index.php?title=Jake_Lowther&action=edit&redlink=1,,,
873,Brenda Lozaique,Seychelles,Weightlifting,metandienone,/w/index.php?title=Brenda_Lozaique&action=edit&redlink=1,,55.4540146,-4.6574977
874,Miryan Lozi,Albania,Weightlifting,,/w/index.php?title=Miryan_Lozi&action=edit&redlink=1,,19.9999619,41.000028
875,Lü Bin,China,Swimming,,/wiki/L%C3%BC_Bin_(swimmer),,104.999927,35.000074
876,Lu Leyujia,China,Swimming,drostanolone,/w/index.php?title=Lu_Leyujia&action=edit&redlink=1,,104.999927,35.000074
877,Lu Meng,China,Wrestling,diuretic,/wiki/Lu_Meng,219,104.999927,35.000074
878,Frank Luck,Germany,Biathlon,turinabol,/wiki/Frank_Luck,1967-12-05,10.4478313,51.1638175
879,Lebron Luis,Puerto Rico,Weightlifting,methylhexaneamine,/w/index.php?title=Lebron_Luis&action=edit&redlink=1,,,
880,Vladislav Lukanin,Russia,Weightlifting,"noraxondrolone,epioxandrolone",/w/index.php?title=Vladislav_Lukanin&action=edit&redlink=1,,97.7453061,64.6863136
881,Zach Lund,United States,Skeleton,finasteride,/wiki/Zach_Lund,1979-03-22,,
882,Luo Meng,China,Wrestling,diuretic,/w/index.php?title=Luo_Meng&action=edit&redlink=1,,104.999927,35.000074
883,Zsolt Lutter,Hungary,Swimming,refusal to submit to doping test,/w/index.php?title=Zsolt_Lutter&action=edit&redlink=1,,19.5060937,47.1817585
884,Evgeny Luzyanin,Russia,Rowing,,/w/index.php?title=Evgeny_Luzyanin&action=edit&redlink=1,,97.7453061,64.6863136
885,Kerry Lynch,United States,Nordic combined,blood doping,/wiki/Kerry_Lynch,1957-07-31,,
886,Ma Wenhua,China,Weightlifting,,/w/index.php?title=Ma_Wenhua&action=edit&redlink=1,,104.999927,35.000074
887,Mbulelo Mabizela,South Africa,Football (soccer),cannabis,/wiki/Mbulelo_Mabizela,1980-09-16,,
888,Enzo Maccarinelli,United Kingdom,Boxing,methylhexaneamine,/wiki/Enzo_Maccarinelli,1980-08-20,,
889,Adam MacDougall,Australia,Rugby league,"ephedrine,amfepramone",/wiki/Adam_MacDougall,1975-05-08,134.755,-24.7761086
890,Ariel Machado,Brazil,Kickboxing,,/wiki/Ariel_Machado,1987-05-15,-53.2,-10.3333333
891,Krishnan Madasamy,India,Weightlifting,,/w/index.php?title=Krishnan_Madasamy&action=edit&redlink=1,,78.6677428,22.3511148
892,Wesley Madhevere,Zimbabwe,Cricket,recreational drugs,/wiki/Wesley_Madhevere,2000-09-04,29.7468414,-18.4554963
893,Gustavo Madureira,Portugal,Swimming,terbutaline,/w/index.php?title=Gustavo_Madureira&action=edit&redlink=1,,-8.1353519,39.6621648
894,Gouda Maged,Egypt,Weightlifting,"stanozolol,hydroxystanozolol",/w/index.php?title=Gouda_Maged&action=edit&redlink=1,,29.2675469,26.2540493
895,Brian Magee,United Kingdom,Boxing,oxilofrine,/wiki/Brian_Magee,1975-06-09,,
896,Maurren Maggi,Brazil,Athletics,clostebol,/wiki/Maurren_Maggi,1976-06-25,-53.2,-10.3333333
897,Emmanuel Magnien,France,Cycling,corticoids,/wiki/Emmanuel_Magnien,1971-05-07,1.8883335,46.603354
898,Salma Hassan Mahmoud,Egypt,Volleyball,steroids,/w/index.php?title=Salma_Hassan_Mahmoud&action=edit&redlink=1,,29.2675469,26.2540493
899,Sean Mahoney,United States,Swimming,methylhexaneamine,/wiki/Sean_Mahoney,1988-08-12,,
900,Bill Mahood,Canada,Mixed martial arts,drostanolone,,,-107.991707,61.0666922
901,Roman Maikin,Russia,Cycling,,/wiki/Roman_Maikin,1990-08-14,97.7453061,64.6863136
902,Reni Maitua,Australia,Rugby (NRL),clenbuterol,/wiki/Reni_Maitua,1982-06-11,134.755,-24.7761086
903,Igor Majcen,Slovenia,Swimming,,/wiki/Igor_Majcen,1969-08-24,14.8153333,46.1199444
904,Aleksandra Majda,Poland,Swimming,ephedrine,/w/index.php?title=Aleksandra_Majda&action=edit&redlink=1,,19.134422,52.215933
905,Aleksej Makarov,Croatia,Volleyball,methylhexaneamine,/w/index.php?title=Aleksej_Makarov&action=edit&redlink=1,,15.6575209,45.3658443
906,Joel Makencie,Cuba,Weightlifting,metandienone,/w/index.php?title=Joel_Makencie&action=edit&redlink=1,,-80.8328748,23.0131338
907,Adam Maklari,Hungary,Water polo,methandienone,/w/index.php?title=Adam_Maklari&action=edit&redlink=1,,19.5060937,47.1817585
908,Nikita Maksimov,Russia,Swimming,oral-turinabol,/w/index.php?title=Nikita_Maksimov&action=edit&redlink=1,,97.7453061,64.6863136
909,Jehad Malalla,Brunei,Weightlifting,methylhexanamine,/w/index.php?title=Jehad_Malalla&action=edit&redlink=1,,114.5653908,4.4137155
910,Xavier Malisse,Belgium,Tennis,missed test,/wiki/Xavier_Malisse,1980-07-19,4.6667145,50.6402809
911,Daniel Maloney,United Kingdom,Weightlifting,anabolic steroids,/w/index.php?title=Daniel_Maloney_(weightlifter)&action=edit&redlink=1,,,
912,Daniel Malvino,Brazil,Wrestling,anabolic steroids,/w/index.php?title=Daniel_Malvino&action=edit&redlink=1,,-53.2,-10.3333333
913,Mitchil Mann,Australia,Weightlifting,clenbuterol,/w/index.php?title=Mitchil_Mann&action=edit&redlink=1,,134.755,-24.7761086
914,Milka Maneva,Bulgaria,Weightlifting,steroids,/wiki/Milka_Maneva,,25.4856617,42.6073975
915,Andrea Mangiante,Italy,Swimming,testosterone,/wiki/Andrea_Mangiante,1976-07-01,12.674297,42.6384261
916,Daniele Mannini,Italy,Football (soccer),missed test,/wiki/Daniele_Mannini,1983-10-25,12.674297,42.6384261
917,Ahmed Mansour,Egypt,Wrestling,methylhexaneamine,/w/index.php?title=Ahmed_Mansour_(wrestler)&action=edit&redlink=1,,29.2675469,26.2540493
918,Eero Mäntyranta,Finland,Cross-country skiing,amphetamine,/wiki/Eero_M%C3%A4ntyranta,1937-11-20,25.9209164,63.2467777
919,Ilya Manukhov,Canada,Wrestling,letrozole,/w/index.php?title=Ilya_Manukhov&action=edit&redlink=1,,-107.991707,61.0666922
920,Jesús Manzano,Spain,Cycling,"epo,cortisone,testosterone,human growth hormone,nandrolone,oxyglobin",/wiki/Jes%C3%BAs_Manzano,1978-05-12,-4.8379791,39.3260685
921,Diego Maradona,Argentina,Football (soccer),"cocaine,ephedrine,cocaine metabolites",/wiki/Diego_Maradona,1960-10-30,-64.9672817,-34.9964963
922,Lisa Marangon,Australia,Triathlon,ostarine,/wiki/Lisa_Marangon,,134.755,-24.7761086
923,Kornelia Marek,Poland,Cross-Country Skiing,erythropoietin,/wiki/Kornelia_Marek,1985-08-03,19.134422,52.215933
924,Ohman Maria,India,Weightlifting,metandienone,/w/index.php?title=Ohman_Maria&action=edit&redlink=1,,78.6677428,22.3511148
925,Peter Markoch,Croatia,Swimming,cannabis,/w/index.php?title=Peter_Markoch&action=edit&redlink=1,,15.6575209,45.3658443
926,Georgi Markov,Bulgaria,Weightlifting,"steroids,tampering with test",/wiki/Georgi_Markov_(weightlifter),1978-03-12,25.4856617,42.6073975
927,Ivan Markov,Bulgaria,Weightlifting,steroids,/wiki/Ivan_Markov_(weightlifter),1988-09-14,25.4856617,42.6073975
928,Nate Marquardt,United States,mixed martial arts,nandrolone,/wiki/Nate_Marquardt,1979-04-20,,
929,Mariana Marques,Portugal,Swimming,methylprednisolone,/w/index.php?title=Mariana_Marques&action=edit&redlink=1,,-8.1353519,39.6621648
930,Nidia Rosa Pardo Marrugo,Colombia,Weightlifting,,/w/index.php?title=Nidia_Rosa_Pardo_Marrugo&action=edit&redlink=1,,-72.9088133,4.099917
931,Cory Marsh,Canada,Gymnastics,methylhexaneamine,/w/index.php?title=Cory_Marsh&action=edit&redlink=1,,-107.991707,61.0666922
932,Mark Marshall,Jamaica,Football (soccer),methylhexaneamine,/wiki/Mark_Marshall,1987-05-05,-77.3947693,18.1850507
933,Starling Marte,Dominican Republic,Baseball,nandrolone,/wiki/Starling_Marte,1988-10-09,,
934,Benjamin Martel,Canada,Cycling,testosterone,/w/index.php?title=Benjamin_Martel&action=edit&redlink=1,,-107.991707,61.0666922
935,Matsa Martha,Greece,Swimming,stanozolol,/w/index.php?title=Matsa_Martha&action=edit&redlink=1,,21.9877132,38.9953683
936,Carlos Martinez,Canada,Canadian football,methylhexaneamine,/w/index.php?title=Carlos_Martinez_(Canadian_football)&action=edit&redlink=1,,-107.991707,61.0666922
937,Maria Martinez,Argentina,Weightlifting,boldenone,/w/index.php?title=Mar%C3%ADa_Belen_Mart%C3%ADnez&action=edit&redlink=1,,-64.9672817,-34.9964963
938,Marvin Martinez,El Salvador,Weightlifting,,/wiki/Marvin_Martinez,2019,,
939,Paolo Martini,Italy,Water polo,cannabis,/w/index.php?title=Paolo_Martini&action=edit&redlink=1,,12.674297,42.6384261
940,Claudia Martino,Italy,Water polo,pseudoephedrine,/w/index.php?title=Claudia_Martino&action=edit&redlink=1,,12.674297,42.6384261
941,Paloma Garcia Martorell,Brazil,Water polo,methylhexaneamine,/w/index.php?title=Paloma_Garcia_Martorell&action=edit&redlink=1,,-53.2,-10.3333333
942,Landon Marzullo,United States,Swimming,cannabis,/w/index.php?title=Landon_Marzullo&action=edit&redlink=1,,,
943,Saeed Abdul Hameed Marwan,Yemen,Weightlifting,,/w/index.php?title=Saeed_Abdul_Hameed_Marwan&action=edit&redlink=1,,47.8915271,16.3471243
944,Amina Maskhadova,Russia,Weightlifting,,/w/index.php?title=Amina_Maskhadova&action=edit&redlink=1,,97.7453061,64.6863136
945,Mohamed Masoud,Egypt,Weightlifting,methylhexanamine,/wiki/Mohamed_Masoud_(weightlifter),1984-01-11,29.2675469,26.2540493
946,Rodolfo Massi,Italy,Cycling,cortisone,/wiki/Rodolfo_Massi,1965-09-17,12.674297,42.6384261
947,Petar Majstorović,Switzerland,Kickboxing,,/wiki/Petar_Majstorovi%C4%87,1975-02-05,8.2319736,46.7985624
948,Kaloyan Zdravkov Matliev,Bulgaria,Swimming,methylhexaneamine,/w/index.php?title=Kaloyan_Zdravkov_Matliev&action=edit&redlink=1,,25.4856617,42.6073975
949,Martha Matsa,Greece,Swimming,stanozolol,/wiki/Martha_Matsa,1987-04-05,21.9877132,38.9953683
950,Maxim Matveyev,Russia,Weightlifting,,/w/index.php?title=Maxim_Matveyev&action=edit&redlink=1,,97.7453061,64.6863136
951,Tomas Matykiewicz,Czech Republic,Weightlifting,,/wiki/Tomas_Matykiewicz,1982-12-04,,
952,Brandon Mavuta,Zimbabwe,Cricket,recreational drugs,/wiki/Brandon_Mavuta,1997-03-04,29.7468414,-18.4554963
953,Jeremy Mayfield,United States,Auto racing,amphetamine,/wiki/Jeremy_Mayfield,1969-05-27,,
954,O. J. Mayo,United States,Basketball,dehydroepiandrosterone,/wiki/O._J._Mayo,1987-11-05,,
955,Filip Mazanik,Czech Republic,Water polo,cannabis,/w/index.php?title=Filip_Mazanik&action=edit&redlink=1,,,
956,Iain McCorkindale,England,Ten-pin bowling,benzoylecgonine,/w/index.php?title=Iain_McCorkindale&action=edit&redlink=1,,,
957,Sean McCully,United States,Mixed martial arts,nandrolone,/w/index.php?title=Sean_McCully&action=edit&redlink=1,,,
958,Kevin McDine,England,Darts,cocaine,/wiki/Kevin_McDine,1985-05-23,,
959,Mark McGwire,United States,Baseball,steroids,/wiki/Mark_McGwire,1963-10-01,,
960,Duncan McLean,Canada,Canadian football,,/w/index.php?title=Duncan_McLean_(Canadian_football)&action=edit&redlink=1,,-107.991707,61.0666922
961,Brigitte McMahon,Switzerland,Triathlon,erythropoietin,/wiki/Brigitte_McMahon,,8.2319736,46.7985624
962,Tim McNeill,United States,Gymnastics,triamcinolone acetonide,/w/index.php?title=Tim_McNeill&action=edit&redlink=1,,,
963,David Meca,Spain,Swimming,nandrolone,/wiki/David_Meca,1974-02-01,-4.8379791,39.3260685
964,Ericka Medrano,El Salvador,Weightlifting,,/w/index.php?title=Ericka_Medrano&action=edit&redlink=1,,,
965,Nishant Mehra,India,Football (soccer),thc,/w/index.php?title=Nishant_Mehra&action=edit&redlink=1,,78.6677428,22.3511148
966,Roland Meier,Switzerland,Cycling,erythropoietin,/wiki/Roland_Meier,1967-11-22,8.2319736,46.7985624
967,Birgit Meineke,East Germany,Swimming,turinabol,/wiki/Birgit_Meineke,1964-07-04,,
968,Filip Meirhaeghe,Belgium,Cycling,erythropoietin,/wiki/Filip_Meirhaeghe,1971-03-05,4.6667145,50.6402809
969,Jenrry Mejía,Dominican Republic,Baseball,"stanozolol,boldenone",/wiki/Jenrry_Mej%C3%ADa,1989-10-11,,
970,Oussama Mellouli,Tunisia,Swimming,amphetamine,/wiki/Oussama_Mellouli,1984-02-16,9.400138,33.8439408
971,Marcelo Melo,Brazil,Tennis,isometheptene,/wiki/Marcelo_Melo,1983-09-23,-53.2,-10.3333333
972,Sergio Mendoza,Honduras,Football (soccer),steroid,/wiki/Sergio_Mendoza,1981-05-23,-86.0755145,15.2572432
973,Joey Meneses,Mexico,Baseball,stanozolol,/wiki/Joey_Meneses,1992-05-06,-102.0077097,23.6585116
974,Simon Mensing,England,Football (soccer),methylhexaneamine,/wiki/Simon_Mensing,1982-06-27,,
975,Eddy Merckx,Belgium,Cycling,"reactivan,lodinated glycerol,pemoline",/wiki/Eddy_Merckx,1945-06-17,4.6667145,50.6402809
976,Jordan Meredith,Canada,Canadian football,,/wiki/Jordan_Meredith,1998-01-04,-107.991707,61.0666922
977,Shawne Merriman,United States,American football,steroid,/wiki/Shawne_Merriman,1984-05-25,,
978,Fadi Merza,Austria,Kickboxing,,/wiki/Fadi_Merza,1978-03-08,14.12456,47.59397
979,Kevin Mestdagh,Belgium,Water polo,cocaine,/w/index.php?title=Kevin_Mestdagh&action=edit&redlink=1,,4.6667145,50.6402809
980,Nazih Samer Mezayek,Jordan,Swimming,nandrolone,/w/index.php?title=Nazih_Samer_Mezayek&action=edit&redlink=1,,36.941628,31.1667049
981,Ammar Mezghiche,Algeria,Weightlifting,norandrosterone,/w/index.php?title=Ammar_Mezghiche&action=edit&redlink=1,,2.9999825,28.0000272
982,Piotr Michalski,Poland,Water polo,cannabis,/wiki/Piotr_Michalski,1994-07-27,19.134422,52.215933
983,Jeff Michels,United States,Weightlifting,testosterone,/wiki/Jeff_Michels,,,
984,Luca Michieletto,Italy,Water polo,cannabis,/w/index.php?title=Luca_Michieletto&action=edit&redlink=1,,12.674297,42.6384261
985,Ninel Miculsecu,Romania,Weightlifting,t/e 19,/w/index.php?title=Ninel_Miculsecu&action=edit&redlink=1,,24.6859225,45.9852129
986,Mark Middleton,United Kingdom,Weightlifting,"methyltestosterone,testosterone",/w/index.php?title=Mark_Middleton_(weightlifter)&action=edit&redlink=1,,,
987,Mike Mihelic,Canada,Canadian football,,/wiki/Mike_Mihelic,,-107.991707,61.0666922
988,Mikayel Mikayelyan,Armenia,Weightlifting,stanozolol,/wiki/Mikayel_Mikayelyan,,44.6736646,40.7696272
989,Andrei Mikhalyov,Belarus,Ice hockey,methylhexaneamine,/w/index.php?title=Andrei_Mikhalyov&action=edit&redlink=1,,27.6971358,53.4250605
990,Youri Mikulchin,Russia,Water polo,carphedon,/w/index.php?title=Youri_Mikulchin&action=edit&redlink=1,,97.7453061,64.6863136
991,Toni Milanović,Croatia,Muay Thai,"boldenone,salbutamol and methylhexanamine",/wiki/Toni_Milanovi%C4%87,1990-03-25,15.6575209,45.3658443
992,Harry Milanzi,Zambia,Football (soccer),cannabis,/wiki/Harry_Milanzi,1978-03-13,27.5589884,-14.5189121
993,David Millar,United Kingdom,Cycling,erythropoietin,/wiki/David_Millar,1977-01-04,,
994,Jarrell Miller,United States,Boxing,"gw501516,epo,growth hormone",/wiki/Jarrell_Miller,1988-07-15,,
995,Sevdalin Minchev,Bulgaria,Weightlifting,furosemide,/wiki/Sevdalin_Minchev,1974-07-25,25.4856617,42.6073975
996,Donka Mincheva,Bulgaria,Weightlifting,steroids,/wiki/Donka_Mincheva,1973-05-09,25.4856617,42.6073975
997,Richa Mishra,India,Swimming,methylhexaneamine,/w/index.php?title=Richa_Mishra&action=edit&redlink=1,,78.6677428,22.3511148
998,Victor Mitrov,Greece,Weightlifting,"methyltrienolone,buprenorphine",/w/index.php?title=Victor_Mitrov&action=edit&redlink=1,,21.9877132,38.9953683
999,Artak Mkrtchyan,Armenia,Weightlifting,metandienone,/w/index.php?title=Artak_Mkrtchyan&action=edit&redlink=1,,44.6736646,40.7696272
1000,Mostafa Mohamed,Egypt,Wrestling,methylhexaneamine,/wiki/Mostafa_Mohamed_(wrestler),1985-08-18,29.2675469,26.2540493
1001,Saufik Mohd,Malaysia,Weightlifting,metandienone,/w/index.php?title=Saufik_Mohd&action=edit&redlink=1,,102.2656823,4.5693754
1002,Denis Moiseev,Russia,Rowing,,/w/index.php?title=Denis_Moiseev&action=edit&redlink=1,,97.7453061,64.6863136
1003,Fabiola Molina,Brazil,Swimming,methylhexaneamine,/wiki/Fabiola_Molina,1975-05-22,-53.2,-10.3333333
1004,Bjarne Møller,Denmark,Triathlon,erythropoietin,/w/index.php?title=Bjarne_M%C3%B8ller&action=edit&redlink=1,,10.3333283,55.670249
1005,Claus Michael Møller,Denmark,Cycling,,/wiki/Claus_Michael_M%C3%B8ller,1968-10-03,10.3333283,55.670249
1006,Miskander Momynbekov,Kyrgyzstan,Weightlifting,stanozolol,/w/index.php?title=Miskander_Momynbekov&action=edit&redlink=1,,74.724091,41.5089324
1007,Salvatore Monaco,Italy,Football (soccer),nandrolone,"/w/index.php?title=Salvatore_Monaco_(footballer,_born_1972)&action=edit&redlink=1",,12.674297,42.6384261
1008,Shane Monahan,United States,Baseball,"deca-durabolin,winstrol & amphetamines self-admitted in 2007,last played in minors 2003.",/wiki/Shane_Monahan,1974-08-12,,
1009,Marisol Monasteriodos,Spain,Weightlifting,heptaminol,/w/index.php?title=Marisol_Monasteriodos&action=edit&redlink=1,,-4.8379791,39.3260685
1010,Gianpaolo Mondini,Italy,Cycling,erythropoietin,/wiki/Gianpaolo_Mondini,1972-07-15,12.674297,42.6384261
1011,Scott Moninger,United States,Cycling,19-norandrosterone,/wiki/Scott_Moninger,1966-10-20,,
1012,Zachary Monsees,United States,Swimming,cannabis,/w/index.php?title=Zachary_Monsees&action=edit&redlink=1,,,
1013,Franck Montagny,France,Auto Racing,cocaine,/wiki/Franck_Montagny,1978-01-05,1.8883335,46.603354
1014,Agustin Montero,Dominican Republic,Baseball,,/wiki/Agustin_Montero,1977-08-26,,
1015,Erik Morales,Mexico,Boxing,clenbuterol,/wiki/Erik_Morales,1976-09-01,-102.0077097,23.6585116
1016,Jarosław Morawiecki,Poland,Ice hockey,testosterone,/wiki/Jaros%C5%82aw_Morawiecki,1964-03-11,19.134422,52.215933
1017,Josh Moreau,United States,Weightlifting,cannabinoids,/w/index.php?title=Josh_Moreau_(weightlifter)&action=edit&redlink=1,,,
1018,Christophe Moreau,France,Cycling,erythropoietin,/wiki/Christophe_Moreau,1971-04-12,1.8883335,46.603354
1019,Rui Moreira,Portugal,Swimming,cannabis,/w/index.php?title=Rui_Moreira_(swimmer)&action=edit&redlink=1,,-8.1353519,39.6621648
1020,Cristian Moreni,Italy,Cycling,testosterone,/wiki/Cristian_Moreni,1972-11-21,12.674297,42.6384261
1021,María Isabel Moreno,Spain,Cycling,erythropoietin,/wiki/Mar%C3%ADa_Isabel_Moreno,1981-01-02,-4.8379791,39.3260685
1022,Alexander Morgunov,Russia,Swimming,"norandrosterone,noretiocholanolone",/w/index.php?title=Alexander_Morgunov&action=edit&redlink=1,,97.7453061,64.6863136
1023,Franck Morland,France,Water polo,cocaine,/w/index.php?title=Franck_Morland&action=edit&redlink=1,,1.8883335,46.603354
1024,Niccolò Mornati,Italy,Rowing,anastrozole,/wiki/Niccol%C3%B2_Mornati,1980-10-28,12.674297,42.6384261
1025,Luca Moro,Italy,Auto racing,benzoylecgonine,/wiki/Luca_Moro_(racing_driver),,12.674297,42.6384261
1026,Daniel Moro Fernandez,Spain,Water polo,cannabis,/w/index.php?title=Daniel_Moro_Fernandez&action=edit&redlink=1,,-4.8379791,39.3260685
1027,Ivan Moro Fernandez,Spain,Water polo,cannabis,/w/index.php?title=Ivan_Moro_Fernandez&action=edit&redlink=1,,-4.8379791,39.3260685
1028,John Moroney,Ireland,Rugby,cannabis,/wiki/John_Moroney,1945-10-28,-7.9794599,52.865196
