,name,country,sport,substance,webpage,date_of_birth,longitude,latitude
1029,Johnnie Morton,United States,Mixed martial arts,anabolic steroids,/wiki/Johnnie_Morton,1971-10-07,,
1030,Mike Morse,United States,Baseball,steroids,/wiki/Mike_Morse,1982-03-22,,
1031,Ksenia Moskvina,Russia,Swimming,,/wiki/Ksenia_Moskvina,1989-05-29,97.7453061,64.6863136
1032,Shane Mosley,United States,Boxing,"tetrahydrogestrinone,erythropoietin,and the cream",/wiki/Shane_Mosley,1971-09-07,,
1033,Ezequiel Mosquera,Spain,Cycling,hydroxyethyl starch,/wiki/Ezequiel_Mosquera,1975-11-19,-4.8379791,39.3260685
1034,Guillermo Mota,Dominican Republic,Baseball,,/wiki/Guillermo_Mota,1973-07-25,,
1035,Said Moulla,Morocco,Wrestling,"stanozolol,boldenone",/w/index.php?title=Said_Moulla&action=edit&redlink=1,,-7.3362482,31.1728205
1036,Bradley Mousley,Australia,Tennis,ecstasy,/wiki/Bradley_Mousley,1996-01-03,134.755,-24.7761086
1037,Mykhailo Mudryk,Ukraine,Football (soccer),meldonium,/wiki/Mykhailo_Mudryk,2001-01-05,31.2718321,49.4871968
1038,Johann Mühlegg,Spain,Cross-country skiing,darbepoetin,/wiki/Johann_M%C3%BChlegg,1970-11-08,-4.8379791,39.3260685
1039,Jarrod Mullen,Australia,Rugby league,drostanolone,/wiki/Jarrod_Mullen,1987-04-09,134.755,-24.7761086
1040,David Munyasia,Kenya,Boxing,stimulant,/wiki/David_Munyasia,,38.4313975,1.4419683
1041,Giuseppe Muraglia,Italy,Cycling,hcg,/wiki/Giuseppe_Muraglia,1979-08-03,12.674297,42.6384261
1042,Amar Muralidharan,India,Swimming,methylhexaneamine,/wiki/Amar_Muralidharan,1984-08-03,78.6677428,22.3511148
1043,Sam Murray,Australia,Australian rules football,cocaine,/wiki/Sam_Murray_(footballer),1997-09-02,134.755,-24.7761086
1044,Thomas Murre,France,Beach volleyball,cannabinoids,/w/index.php?title=Thomas_Murre&action=edit&redlink=1,,1.8883335,46.603354
1045,Johan Museeuw,Belgium,Cycling,aranesp-darbepoetin alfa,/wiki/Johan_Museeuw,1965-10-13,4.6667145,50.6402809
1046,Anatoliy Mushyk,Israel,Weightlifting,t/e 9.8,/wiki/Anatoliy_Mushyk,1981-08-11,34.8594762,30.8124247
1047,Murtazali Muslimov,Azerbaijan,Wrestling,arostanolone metabolite and oxandrolone metabolites,/wiki/Murtazali_Muslimov,,47.7872508,40.3936294
1048,Halil Mutlu,Turkey,Weightlifting,anabolic steroids,/wiki/Halil_Mutlu,1973-07-14,34.9249653,38.9597594
1049,Adrian Mutu,Romania,Football (soccer),cocaine,/wiki/Adrian_Mutu,1979-01-08,24.6859225,45.9852129
1050,Jenna Myers,Australia,Weightlifting,,/w/index.php?title=Jenna_Myers&action=edit&redlink=1,,134.755,-24.7761086
1051,Mika Myllylä,Finland,Cross-country skiing,hes,/wiki/Mika_Myllyl%C3%A4,1969-09-12,25.9209164,63.2467777
1052,Caba Nadj,Serbia,Weightlifting,methandienone,/w/index.php?title=Caba_Nadj&action=edit&redlink=1,,20.55144,44.1534121
1053,Ammar Naji,Yemen,Weightlifting,"metandienone,stanozolol,hydroxystanozolol",/w/index.php?title=Ammar_Naji&action=edit&redlink=1,,47.8915271,16.3471243
1054,Kazuhiro Nakamura,Japan,Mixed martial arts,cannabis,/wiki/Kazuhiro_Nakamura,1979-07-16,139.2394179,36.5748441
1055,Bayarmaa Namkhaidorj,Mongolia,Weightlifting,methylhexaneamine,/wiki/Bayarmaa_Namkhaidorj,1978-06-01,103.8499736,46.8250388
1056,Sireli Naqelevuki,Fiji,Rugby union,cannabis,/wiki/Sireli_Naqelevuki,1980-09-30,179.0122737,-18.1239696
1057,Dion Nash,New Zealand,Cricket,cannabis,/wiki/Dion_Nash,1971-11-20,,
1058,Ramin Nasri,Iran,Swimming,betamethasone,/w/index.php?title=Ramin_Nasri&action=edit&redlink=1,,54.5643516,32.6475314
1059,Samir Nasri,France,Football (soccer),excessive intravenous therapy,/wiki/Samir_Nasri,1987-06-26,1.8883335,46.603354
1060,Paweł Nastula,Poland,Mixed martial arts,nandrolone,/wiki/Pawe%C5%82_Nastula,1970-06-26,19.134422,52.215933
1061,Andris Naudužs,Latvia,Cycling,anabolic steroid,/wiki/Andris_Naudu%C5%BEs,1975-09-09,24.7537645,56.8406494
1062,Rostyslav Naumchyk,Ukraine,Water polo,cannabis,/w/index.php?title=Rostyslav_Naumchyk&action=edit&redlink=1,,31.2718321,49.4871968
1063,Ryan Napoleon,Australia,Swimming,formoterol,/wiki/Ryan_Napoleon,1990-05-26,134.755,-24.7761086
1064,Peter Nemeth,Hungary,Weightlifting,metandienone,/wiki/Peter_Nemeth,1972-09-14,19.5060937,47.1817585
1065,Pavel Nesterenko,Russia,Powerlifting,,/w/index.php?title=Pavel_Nesterenko&action=edit&redlink=1,,97.7453061,64.6863136
1066,Marek Nesvacil,Czech Republic,Volleyball,cannabinoids,/w/index.php?title=Marek_Nesvacil&action=edit&redlink=1,,,
1067,Moisés Dueñas Nevado,Spain,Cycling,erythropoietin,/wiki/Mois%C3%A9s_Due%C3%B1as_Nevado,1981-05-10,-4.8379791,39.3260685
1068,Hernâni Neves,Portugal,Football (soccer),cocaine,/wiki/Hern%C3%A2ni_Neves,1963-11-02,-8.1353519,39.6621648
1069,Vania Neves,Portugal,Swimming,prednisone,/wiki/Vania_Neves,1990-09-04,-8.1353519,39.6621648
1070,Ryan Newport,United States,Tennis,,/w/index.php?title=Ryan_Newport&action=edit&redlink=1,,,
1071,Shaun Newton,England,Football (soccer),cocaine,/wiki/Shaun_Newton,1975-08-20,,
1072,Terry Newton,United Kingdom,Rugby,hgh,/wiki/Terry_Newton,1978-11-07,,
1073,Lars Brian Nielsen,Denmark,Cycling,caffeine,/w/index.php?title=Lars_Brian_Nielsen&action=edit&redlink=1,,10.3333283,55.670249
1074,Mark Nielsen,New Zealand,Tennis,finasteride,/wiki/Mark_Nielsen_(tennis),1977-10-08,,
1075,Ivan Nieto Agundiz,Mexico,Weightlifting,nandrolone,/w/index.php?title=Ivan_Nieto_Agundiz&action=edit&redlink=1,,-102.0077097,23.6585116
1076,Josefi Nikola,Czech Republic,Weightlifting,,/w/index.php?title=Josefi_Nikola&action=edit&redlink=1,,,
1077,Pornilai Nilpetch,Thailand,Weightlifting,methandienone,/w/index.php?title=Pornilai_Nilpetch&action=edit&redlink=1,,100.83273,14.8971921
1078,Patrik Nilson,Sweden,Ice hockey,nandrolon,/wiki/Patrik_Nilson,1981-05-18,14.5208584,59.6749712
1079,Ulf Nilsson,Sweden,Ice hockey,ephedrine,/wiki/Ulf_Nilsson_(ice_hockey),1950-05-11,14.5208584,59.6749712
1080,J. Nithiyanandan,India,Swimming,stanozolol,/w/index.php?title=J._Nithiyanandan&action=edit&redlink=1,,78.6677428,22.3511148
1081,Carola Nitschke,East Germany,Swimming,anabolic steroids,/wiki/Carola_Nitschke,1962-03-01,,
1082,Sangov Nizom,Tajikistan,Weightlifting,methylhexaneamine,/w/index.php?title=Sangov_Nizom&action=edit&redlink=1,,70.8156541,38.6281733
1083,Alexandre Nogueira,Brazil,Mixed martial arts,boldenone,/wiki/Alexandre_Nogueira,1978-01-15,-53.2,-10.3333333
1084,Abdul Noori,Afghanistan,Weightlifting,"t/e 14,6,clostebol,methylhexamine",/w/index.php?title=Abdul_Noori&action=edit&redlink=1,,66.2385139,33.7680065
1085,Franny Norton,England,Horse racing,metabolite of cocaine,/w/index.php?title=Franny_Norton&action=edit&redlink=1,,,
1086,Anosheravan Nourian,Iran,Boxing,ephedrine,/w/index.php?title=Anosheravan_Nourian&action=edit&redlink=1,,54.5643516,32.6475314
1087,Karel Nováček,Czech Republic,Tennis,cocaine,/wiki/Karel_Nov%C3%A1%C4%8Dek,1965-03-30,,
1088,Jan Novak,Czech Republic,Water polo,cannabis,/w/index.php?title=Jan_Novak_(water_polo)&action=edit&redlink=1,,,
1089,Nikita Novikov,Russia,Cycling,selective androgen receptor modulators,/wiki/Nikita_Novikov,1989-11-10,97.7453061,64.6863136
1090,Joseph N'Sima,France,Basketball,ephedrine,/w/index.php?title=Joseph_N%27Sima&action=edit&redlink=1,,1.8883335,46.603354
1091,Kanayut Nuchcharpenpol,Thailand,Weightlifting,methandienone,/w/index.php?title=Kanayut_Nuchcharpenpol&action=edit&redlink=1,,100.83273,14.8971921
1092,Daniel Núñez,Cuba,Weightlifting,anabolic steroids,/wiki/Daniel_N%C3%BA%C3%B1ez,,-80.8328748,23.0131338
1093,Vanessa Nunez,Venezuela,Weightlifting,metandienone,/w/index.php?title=Vanessa_Nunez&action=edit&redlink=1,,-66.1109318,8.0018709
1094,Taylan Nurcan,Turkey,Weightlifting,methandienone,/w/index.php?title=Taylan_Nurcan&action=edit&redlink=1,,34.9249653,38.9597594
1095,Nzubechi Grace Nwokocha,Nigeria,Track and Field,ostarine and ligandrol,/wiki/Nzubechi_Grace_Nwokocha,2001-04-01,7.9999721,9.6000359
1096,Ebba Nyberg,Sweden,Swimming,"1,4,6-trien-3,17dion",/w/index.php?title=Ebba_Nyberg&action=edit&redlink=1,,14.5208584,59.6749712
1097,Johan Nystrom,Finland,Weightlifting,metandienone,/w/index.php?title=Johan_Nystrom_(weightlifter)&action=edit&redlink=1,,25.9209164,63.2467777
1098,Kirk O'Bee,United States,Cycling,testosterone,/wiki/Kirk_O%27Bee,1977-04-09,,
1099,Robbie O'Davis,Australia,Rugby league,anabolic steroids,/wiki/Robbie_O%27Davis,1972-09-03,134.755,-24.7761086
1100,Chiedozie Offiah,United Kingdom,Basketball,test tampering,/w/index.php?title=Chiedozie_Offiah&action=edit&redlink=1,,,
1101,Stuart O'Grady,Australia,Cycling,epo,/wiki/Stuart_O%27Grady,1973-08-06,134.755,-24.7761086
1102,Reza Ojagh,Iran,Swimming,nandrolone,/w/index.php?title=Reza_Ojagh&action=edit&redlink=1,,54.5643516,32.6475314
1103,Mirela Olczak,Poland,Swimming,methylhexaneamine,/w/index.php?title=Mirela_Olczak&action=edit&redlink=1,,19.134422,52.215933
1104,Olena Olefirenko,Ukraine,Rowing,,/wiki/Olena_Olefirenko,,31.2718321,49.4871968
1105,Ruslan Oleksenko,Ukraine,Wrestling,thc,/w/index.php?title=Ruslan_Oleksenko&action=edit&redlink=1,,31.2718321,49.4871968
1106,Andrey Oleynik,Ukraine,Swimming,cannabis,/w/index.php?title=Andrey_Oleynik&action=edit&redlink=1,,31.2718321,49.4871968
1107,Jacques Oliger,Chile,Weightlifting,,/w/index.php?title=Jacques_Oliger&action=edit&redlink=1,,-71.3187697,-31.7613365
1108,Achiliev Olimbeck,United Arab Emirates,Weightlifting,metandienone,/w/index.php?title=Achiliev_Olimbeck&action=edit&redlink=1,,,
1109,Victor Felipe Silveira Oliveira,Brazil,Volleyball,steroids,/w/index.php?title=Victor_Felipe_Silveira_Oliveira&action=edit&redlink=1,,-53.2,-10.3333333
1110,Graham Olling,Australia,Rugby league,anabolic steroids,/wiki/Graham_Olling,1948-07-19,134.755,-24.7761086
1111,Larry Olubamiwu,United Kingdom,Boxing,,/w/index.php?title=Larry_Olubamiwu&action=edit&redlink=1,,,
1112,Naiij Omid,Iran,Weightlifting,metandienone,/w/index.php?title=Naiij_Omid&action=edit&redlink=1,,54.5643516,32.6475314
1113,Esther Omosehin,Nigeria,Swimming,ephedrine,/w/index.php?title=Esther_Omosehin&action=edit&redlink=1,,7.9999721,9.6000359
1114,Qazi Onik,Bangladesh,Cricket,methamphetamine,/wiki/Qazi_Onik,1999-03-18,90.2934413,24.4769288
1115,Nathan O'Neill,Australia,Cycling,phentermine,/wiki/Nathan_O%27Neill,1974-11-23,134.755,-24.7761086
1116,Elizabeth Onuah,Nigeria,Weightlifting,"hydrochlorothiazide,amiloride",/wiki/Elizabeth_Onuah,,7.9999721,9.6000359
1117,Oo Mya Sanda,Myanmar,Weightlifting,metabolite,/w/index.php?title=Oo_Mya_Sanda&action=edit&redlink=1,,95.9999652,17.1750495
1118,Niusila Opeloge,Samoa,Weightlifting,,/wiki/Niusila_Opeloge,1980-06-23,-172.12005,-13.7693895
1119,Omar Ortiz,Mexico,Football (soccer),"oxymetholone,masteron",/wiki/Omar_Ortiz,1976-03-13,-102.0077097,23.6585116
1120,Michal Orzechowski,Poland,Wrestling,thc,/w/index.php?title=Michal_Orzechowski&action=edit&redlink=1,,19.134422,52.215933
1121,Ronnie O'Sullivan,England,Snooker,cannabis,/wiki/Ronnie_O%27Sullivan,1975-12-05,,
1122,Bilal Othman,Syria,Weightlifting,,/w/index.php?title=Bilal_Othman&action=edit&redlink=1,,39.0494106,34.6401861
1123,Bilikis Otunla,Nigeria,Weightlifting,nandrolone,/w/index.php?title=Bilikis_Otunla&action=edit&redlink=1,,7.9999721,9.6000359
1124,Abdelkrim Ouakali,Algeria,Wrestling,furosemide,/wiki/Abdelkrim_Ouakali,1993-03-19,2.9999825,28.0000272
1125,Ouyang Kunpeng,China,Swimming,clenbuterol,/wiki/Ouyang_Kunpeng,1982-11-19,104.999927,35.000074
1126,Artem Ovechkin,Russia,Cycling,,/wiki/Artem_Ovechkin,1986-07-11,97.7453061,64.6863136
1127,Alistair Overeem,Netherlands,MMA and Kickboxing,testosterone- epitestosterone,/wiki/Alistair_Overeem,1980-05-17,5.541246849406163,52.24764975
1128,Mita Overvliet,Netherlands,Weightlifting,"norandrosterone,furosemide",/w/index.php?title=Mita_Overvliet&action=edit&redlink=1,,5.541246849406163,52.24764975
1129,Darya Pachabut,Belarus,Weightlifting,stanozolol,/wiki/Darya_Pachabut,1994-12-31,27.6971358,53.4250605
1130,Jessica Pacho,Ecuador,Weightlifting,,/w/index.php?title=Jessica_Pacho&action=edit&redlink=1,,-79.3666965,-1.3397668
1131,Naskar Uma Pada,India,Swimming,mephentermine,/w/index.php?title=Naskar_Uma_Pada&action=edit&redlink=1,,78.6677428,22.3511148
1132,Neco Padaratz,Brazil,Surfing,anabolic steroids,/w/index.php?title=Neco_Padaratz&action=edit&redlink=1,,-53.2,-10.3333333
1133,Emilio Pagani,Italy,Swimming,cannabis,/w/index.php?title=Emilio_Pagani&action=edit&redlink=1,,12.674297,42.6384261
1134,Jong Suk Pak,North Korea,Weightlifting,methyltestosterone,/w/index.php?title=Jong_Suk_Pak&action=edit&redlink=1,,,
1135,David Palacios,Ecuador,Weightlifting,,/w/index.php?title=David_Palacios&action=edit&redlink=1,,-79.3666965,-1.3397668
1136,Rafael Palmeiro,United States,Baseball,stanozolol,/wiki/Rafael_Palmeiro,1964-09-24,,
1137,Jyotsna Pansare,India,Swimming,methylhexaneamine,/w/index.php?title=Jyotsna_Pansare&action=edit&redlink=1,,78.6677428,22.3511148
1138,Marco Pantani,Italy,Cycling,"declared unfit to ride after a uci ""health check"" in the giro d'italia,but never formally tested positive or banned.",/wiki/Marco_Pantani,1970-01-13,12.674297,42.6384261
1139,Konstantinos Papadopoulos,Greece,Weightlifting,"methyltrienolone,buprenorphine",/w/index.php?title=Konstantinos_Papadopoulos_(weightlifter)&action=edit&redlink=1,,21.9877132,38.9953683
1140,Dimitros Papageridis,Greece,Weightlifting,"methyltrienolone,buprenorphine",/w/index.php?title=Dimitros_Papageridis&action=edit&redlink=1,,21.9877132,38.9953683
1141,Esma Gizem Papila,Turkey,Swimming,clenbuterol,/w/index.php?title=Esma_Gizem_Papila&action=edit&redlink=1,,34.9249653,38.9597594
1142,Joseph M. Papp,United States,Cycling,testosterone or its precursors,/wiki/Joseph_M._Papp,1975-05-25,,
1143,Hugo Parisi,Brazil,Swimming,"prednisone,prednisolone",/wiki/Hugo_Parisi,1984-08-01,-53.2,-10.3333333
1144,Karo Parisyan,United States,mixed martial arts,"hydrocodone,hydromorphone,and oxymorphone",/wiki/Karo_Parisyan,1982-08-28,,
1145,Bradley Parker,United Kingdom,Rugby union,,/wiki/Bradley_Parker,,,
1146,Dave Parker,United States,Baseball,cocaine,/wiki/Dave_Parker,1951-06-09,,
1147,Yusuf Pathan,India,Cricket,terbutaline,/wiki/Yusuf_Pathan,1982-11-17,78.6677428,22.3511148
1148,Stephen Pate,Australia,Cycling,steroids,/wiki/Stephen_Pate,1964-01-25,134.755,-24.7761086
1149,Lenny Paul,United Kingdom,Bobsleigh,nandrolone,/wiki/Lenny_Paul,,,
1150,Vitalijs Pavlovs,Latvia,Ice hockey,methylhexanamine,/wiki/Vitalijs_Pavlovs,1989-06-17,24.7537645,56.8406494
1151,Ben Payne,United Kingdom,Hockey,19-norandrosterone and 19-noretiocholanolone,/w/index.php?title=Ben_Payne&action=edit&redlink=1,,,
1152,Michelle Payne,Australia,Jockey,phentermine,/wiki/Michelle_Payne,1985-09-29,134.755,-24.7761086
1153,Claudia Pechstein,Germany,Speed skating,,/wiki/Claudia_Pechstein,1972-02-22,10.4478313,51.1638175
1154,Sean Penkywicz,United Kingdom,Rugby league,stanozolol,/wiki/Sean_Penkywicz,1982-05-18,,
1155,Jermell Pennie,United States,Basketball,formestane,/w/index.php?title=Jermell_Pennie&action=edit&redlink=1,,,
1156,Andres Pennisi,Argentina,Weightlifting,clenbuterol,/w/index.php?title=Andres_Pennisi&action=edit&redlink=1,,-64.9672817,-34.9964963
1157,Alberto Pensado,Spain,Weightlifting,tetrahydrocannabidol,/w/index.php?title=Alberto_Pensado&action=edit&redlink=1,,-4.8379791,39.3260685
1158,Daniel Pereira,Portugal,Swimming,stanozolol,/w/index.php?title=Daniel_Pereira_(swimmer)&action=edit&redlink=1,,-8.1353519,39.6621648
1159,Kusal Perera,Sri Lanka,Cricket,,/wiki/Kusal_Perera,1990-08-17,,
1160,Jose Perez,Spain,Weightlifting,"oxandrolone,epioxandrolone",/wiki/Jose_Perez_(weightlifter),1945-04-13,-4.8379791,39.3260685
1161,Neifi Pérez,Dominican Republic,Baseball,stimulants,/wiki/Neifi_P%C3%A9rez,1973-06-02,,
1162,Wolfgang Perner,Austria,Biathlon,violation of blood doping rules,/wiki/Wolfgang_Perner,,14.12456,47.59397
1163,Hendrick Perrot,France,Volleyball,cannabinoids,/w/index.php?title=Hendrick_Perrot&action=edit&redlink=1,,1.8883335,46.603354
1164,Alessandro Petacchi,Italy,Cycling,salbutamol,/wiki/Alessandro_Petacchi,1974-01-03,12.674297,42.6384261
1165,Rumyana Petkova,Bulgaria,Weightlifting,stanozolol,/w/index.php?title=Rumyana_Petkova&action=edit&redlink=1,,25.4856617,42.6073975
1166,Matt Peto,Canada,Canadian football,,/w/index.php?title=Matt_Peto&action=edit&redlink=1,,-107.991707,61.0666922
1167,Petros Petropoulos,Greece,Swimming,caffeine,/w/index.php?title=Petros_Petropoulos&action=edit&redlink=1,,21.9877132,38.9953683
1168,Yevgeni Petrov,Russia,Cycling,epo,/wiki/Evgeni_Petrov_(cyclist),1978-05-25,97.7453061,64.6863136
1169,Igor Petrov,Russia,Weightlifting,,/w/index.php?title=Igor_Petrov_(weightlifter)&action=edit&redlink=1,,97.7453061,64.6863136
1170,Andy Pettitte,United States,Baseball,human growth hormone,/wiki/Andy_Pettitte,1972-06-15,,
1171,Koleva Petya,Bulgaria,Weightlifting,,/w/index.php?title=Koleva_Petya&action=edit&redlink=1,,25.4856617,42.6073975
1172,Michael Phelps,United States,Swimming,cannabis,/wiki/Michael_Phelps,1985-06-30,,
1173,Michael Picotte,United States,Swimming,refusal to submit to doping test,/w/index.php?title=Michael_Picotte&action=edit&redlink=1,,,
1174,Yuliya Pidlisna,Ukraine,Swimming,stanozolol,/wiki/Yuliya_Pidlisna,1987-05-12,31.2718321,49.4871968
1175,Jorge Piedra,United States,Baseball,,/wiki/Jorge_Piedra,1979-04-17,,
1176,Leonardo Piepoli,Italy,Cycling,cera,/wiki/Leonardo_Piepoli,1971-09-29,12.674297,42.6384261
1177,Caroline Pileggi,Australia,Weightlifting,refusing a drug test,/wiki/Caroline_Pileggi,1977-12-12,134.755,-24.7761086
1178,Juan Pineda,United States,Cycling,19-norandrosterone,/w/index.php?title=Juan_Pineda&action=edit&redlink=1,,,
1179,Jürgen Pinter,Austria,Cross-country skiing,violation of blood doping rules,/wiki/J%C3%BCrgen_Pinter,1979-03-30,14.12456,47.59397
1180,Omar Pinzon Garcia,Colombia,Swimming,cocaine,/w/index.php?title=Omar_Pinzon_Garcia&action=edit&redlink=1,,-72.9088133,4.099917
1181,Keith Piper,United Kingdom,Cricket,cannabis,/wiki/Keith_Piper_(cricketer),,,
1182,Maria Pipiliaridou,Greece,Weightlifting,"methyltrienolone,buprenorphine",/w/index.php?title=Maria_Pipiliaridou&action=edit&redlink=1,,21.9877132,38.9953683
1183,Giuseppe Nicola Pisano,Italy,Water polo,cannabinoids,/w/index.php?title=Giuseppe_Nicola_Pisano&action=edit&redlink=1,,12.674297,42.6384261
1184,Yann Pishchikov,Russia,Fencing,"stanozolol,methylhexaneamine",/w/index.php?title=Yann_Pishchikov&action=edit&redlink=1,,97.7453061,64.6863136
1185,Jennifer Piter,Aruba,Weightlifting,oxilofrine,/w/index.php?title=Jennifer_Piter&action=edit&redlink=1,,,
1186,Victor Osorio Pizzaro,Chile,Weightlifting,metandienone,/w/index.php?title=Victor_Osorio_Pizzaro&action=edit&redlink=1,,-71.3187697,-31.7613365
1187,Ivan Podshivalov,Russia,Rowing,,/w/index.php?title=Ivan_Podshivalov&action=edit&redlink=1,,97.7453061,64.6863136
1188,Adri van der Poel,Netherlands,Cycling,strychnine,/wiki/Adri_van_der_Poel,1959-06-17,5.541246849406163,52.24764975
1189,Paul Pogba,France,Football (soccer),dehydroepiandrosterone,/wiki/Paul_Pogba,1993-03-15,1.8883335,46.603354
1190,Gevorik Poghosyan,Armenia,Weightlifting,oxandrolone,/wiki/Gevorik_Poghosyan,,44.6736646,40.7696272
1191,Zorik Poghosyan,Armenia,Weightlifting,methylhexaneamine,/w/index.php?title=Zorik_Poghosyan&action=edit&redlink=1,,44.6736646,40.7696272
1192,Aleksander Polaczek,Germany,Ice hockey,missed test,/wiki/Aleksander_Polaczek,1980-08-09,10.4478313,51.1638175
1193,Claudia Poll,Costa Rica,Swimming,nandrolone,/wiki/Claudia_Poll,1972-12-21,,
1194,Andrea Pollack,East Germany,Swimming,turinabol,/wiki/Andrea_Pollack,1961-05-08,,
1195,Eric Polini,Canada,Canadian football,,/w/index.php?title=Eric_Polini&action=edit&redlink=1,,-107.991707,61.0666922
1196,Vasiliy Polovnikov,Russia,Weightlifting,metandienone,/w/index.php?title=Vasiliy_Polovnikov&action=edit&redlink=1,,97.7453061,64.6863136
1197,Anatoliy Polyakov,Russia,Swimming,boldenone,/w/index.php?title=Anatoliy_Polyakov&action=edit&redlink=1,,97.7453061,64.6863136
1198,Vladimir Popov,Moldova,Weightlifting,metandienone,/wiki/Vladimir_Popov_(weightlifter),1977-01-23,28.5670941,47.2879608
1199,Valentina Popova,Russia,Weightlifting,,/wiki/Valentina_Popova,,97.7453061,64.6863136
1200,Alex Gabriel Popoviciu,Romania,Water polo,methylhexaneamine,/w/index.php?title=Alex_Gabriel_Popoviciu&action=edit&redlink=1,,24.6859225,45.9852129
1201,Davide Possanzini,Italy,Football (soccer),missed test,/wiki/Davide_Possanzini,1976-02-09,12.674297,42.6384261
